[18-13-46] [CONSOLE_OUT]: [STRING] To https://github.com/nathancheshire/Cyder.git
[18-13-46] [CONSOLE_OUT]: [STRING]    ce9d7fc2..4ced745c  main -> main
[18-13-46] [CONSOLE_OUT]: [STRING] Escaped
[18-13-47] [SYSTEM_IO]: [JSON WRITE] [Levenshtein = 0] User was written to file: 7d7ebb00-81fe-329f-8a78-62f463d0b7da
           \Userdata.json
[18-13-48] [SYSTEM_IO]: Requested deletion of: C:\Users\Nathan\Documents\IntelliJava\Cyder\dynamic\backup\7d7ebb00-81fe-
           329f-8a78-62f463d0b7da_1648077224568.json
[18-13-48] [OBJECT CREATION]: Objects created since last delta (5s): 2
[18-13-51] [SYSTEM_IO]: [JSON WRITE] [Levenshtein = 0] User was written to file: 7d7ebb00-81fe-329f-8a78-62f463d0b7da
           \Userdata.json
[18-13-51] [SYSTEM_IO]: Requested deletion of: C:\Users\Nathan\Documents\IntelliJava\Cyder\dynamic\backup\7d7ebb00-81fe-
           329f-8a78-62f463d0b7da_1648077228006.json
[18-13-53] [OBJECT CREATION]: Objects created since last delta (5s): 1
[18-13-55] [SYSTEM_IO]: [JSON WRITE] [Levenshtein = 0] User was written to file: 7d7ebb00-81fe-329f-8a78-62f463d0b7da
           \Userdata.json
[18-13-55] [SYSTEM_IO]: Requested deletion of: C:\Users\Nathan\Documents\IntelliJava\Cyder\dynamic\backup\7d7ebb00-81fe-
           329f-8a78-62f463d0b7da_1648077231774.json
[18-13-58] [OBJECT CREATION]: Objects created since last delta (5s): 1
[18-13-59] [SYSTEM_IO]: [JSON WRITE] [Levenshtein = 0] User was written to file: 7d7ebb00-81fe-329f-8a78-62f463d0b7da
           \Userdata.json
[18-13-59] [SYSTEM_IO]: Requested deletion of: C:\Users\Nathan\Documents\IntelliJava\Cyder\dynamic\backup\7d7ebb00-81fe-
           329f-8a78-62f463d0b7da_1648077235562.json
[18-14-02] [SYSTEM_IO]: Userdata requested: minimizeonclose
[18-14-02] [THREAD STARTED]: [Insomnia Cyder [Nathan]]  dispose() animation thread
[18-14-02] [UI ACTION]: CyderFrame disposed with fastclose: false, Component = ConsoleFrame (inner), hash = 1086849943,
           bounds = (1255, 384, 900, 600), parent frame = Component is top frame, getTitle() = Insomnia Cyder [Nathan]
[18-14-02] [SYSTEM_IO]: Userdata requested: closeanimation
[18-14-03] [EXIT]: [RUNTIME] 57s
[18-14-03] [EOL]: Log completed, exiting Cyder with exit code: 0 [Genesis Controlled
           Exit], exceptions thrown: 0
